timestamp,x,y,z,qx,qy,qz,qw
000000,6.23876,14.5308,-22.9898,-0.0239772,-0.0165936,-0.0301552,0.99912
000001,6.53883,14.5052,-22.9719,-0.0225146,-0.0162296,-0.0358975,0.99897
000002,6.82896,14.477,-22.9581,-0.0213976,-0.0162735,-0.0392388,0.998868
000003,7.12479,14.451,-22.9457,-0.0201514,-0.0168888,-0.0402298,0.998844
000004,7.42976,14.4249,-22.934,-0.0194904,-0.0176271,-0.0392934,0.998882
000005,7.74473,14.4064,-22.9243,-0.0182522,-0.0182665,-0.0358394,0.999024
000006,8.06633,14.3884,-22.907,-0.0177355,-0.0190362,-0.0298811,0.999215
000007,8.39887,14.3842,-22.8911,-0.0181234,-0.0189141,-0.021926,0.999416
000008,8.74404,14.3947,-22.8757,-0.0202693,-0.0186885,-0.0123691,0.999543
000009,9.09092,14.4111,-22.8628,-0.0222357,-0.0191478,-0.00270752,0.999566
000010,9.45479,14.4272,-22.8498,-0.0226552,-0.0190869,0.00709086,0.999536
000011,9.83503,14.4496,-22.8347,-0.0222571,-0.018554,0.0176694,0.999424
000012,10.2237,14.4762,-22.8166,-0.0218181,-0.0179306,0.027539,0.999222
000013,10.6247,14.5181,-22.801,-0.0222855,-0.0174415,0.0362486,0.998942
000014,11.0404,14.5679,-22.7856,-0.0228355,-0.0169126,0.0442875,0.998615
000015,11.4642,14.6212,-22.7702,-0.0232316,-0.0167991,0.0508504,0.998295
000016,11.9073,14.6811,-22.7534,-0.0226843,-0.0170543,0.0571199,0.997964
000017,12.3615,14.736,-22.733,-0.0213668,-0.0178423,0.062163,0.997678
000018,12.8219,14.8031,-22.7169,-0.0218021,-0.0186953,0.0659724,0.997408
000019,13.3004,14.8842,-22.7044,-0.0221596,-0.0195687,0.07009,0.997103
000020,13.7834,14.961,-22.6861,-0.0221096,-0.0208248,0.0738854,0.996804
000021,14.2959,15.0435,-22.6656,-0.0202776,-0.0215001,0.0781545,0.996503
000022,14.819,15.1263,-22.6401,-0.0176241,-0.0216882,0.0821441,0.996229
000023,15.3475,15.2212,-22.6109,-0.0173231,-0.0224485,0.0862642,0.995869
000024,15.8867,15.3384,-22.5962,-0.0196027,-0.0248876,0.0908021,0.995365
000025,16.4366,15.4572,-22.5702,-0.0213543,-0.0265181,0.0949507,0.9949
000026,17.0079,15.5753,-22.5406,-0.0203647,-0.0272664,0.0996741,0.994438
000027,17.5875,15.6999,-22.5047,-0.0196398,-0.0278234,0.104029,0.993991
000028,18.174,15.8398,-22.4738,-0.0200048,-0.0290043,0.107841,0.993544
000029,18.7773,15.9895,-22.4431,-0.0208689,-0.0307247,0.112237,0.992987
000030,19.3798,16.1402,-22.4065,-0.0208711,-0.0332252,0.115879,0.992488
000031,20.0044,16.299,-22.3625,-0.0211594,-0.0367545,0.119183,0.991966
000032,20.6373,16.4649,-22.3201,-0.0217962,-0.0408305,0.121415,0.991522
000033,21.2726,16.634,-22.2716,-0.0225704,-0.0452573,0.123231,0.991089
000034,21.9296,16.817,-22.2196,-0.0238411,-0.0499497,0.125671,0.990527
000035,22.5928,17.0054,-22.1541,-0.0249039,-0.0534776,0.127477,0.990086
000036,23.27,17.2012,-22.0891,-0.0264646,-0.0569424,0.130316,0.989482
000037,23.9541,17.4035,-22.0126,-0.0277175,-0.0599558,0.13278,0.988942
000038,24.6477,17.6151,-21.9344,-0.0293599,-0.0627075,0.135078,0.988413
000039,25.3612,17.8352,-21.8509,-0.0311876,-0.0645854,0.137907,0.987845
000040,26.0758,18.0567,-21.7676,-0.0320258,-0.0654232,0.140284,0.987428
000041,26.8116,18.2873,-21.6708,-0.0323976,-0.0649273,0.143636,0.986967
000042,27.5506,18.5206,-21.5787,-0.0325443,-0.064218,0.146927,0.986524
