timestamp,x,y,z,qx,qy,qz,qw
000000,3.407,-0.256048,2.49624,-0.0127342,0.0140113,0.0105807,0.999765
000001,3.49961,-0.247617,2.49458,-0.0129283,0.0141675,0.0137189,0.999722
000002,3.5943,-0.238877,2.49333,-0.0131488,0.0141543,0.0171912,0.999666
000003,3.69459,-0.228528,2.49108,-0.0132184,0.0138485,0.0210318,0.999595
000004,3.79746,-0.214958,2.48771,-0.0134827,0.0132028,0.0256495,0.999493
000005,3.90959,-0.200595,2.4841,-0.0135284,0.012481,0.0313508,0.999339
000006,4.0379,-0.18095,2.48045,-0.0134228,0.0120435,0.0381323,0.99911
000007,4.17699,-0.156273,2.47678,-0.0132311,0.0120813,0.0462824,0.998768
000008,4.32639,-0.128925,2.47293,-0.0125036,0.0121321,0.0554873,0.998307
000009,4.48798,-0.099073,2.47328,-0.0116612,0.0121973,0.065492,0.99771
000010,4.65289,-0.0584887,2.47087,-0.01142,0.0121572,0.0765893,0.996923
000011,4.82752,-0.00288428,2.46966,-0.0130978,0.0114609,0.0888082,0.995897
000012,4.99989,0.0562935,2.46666,-0.0150504,0.0103094,0.10165,0.994653
000013,5.17835,0.124343,2.46539,-0.0165475,0.00974778,0.115411,0.993132
000014,5.36827,0.198277,2.46367,-0.0168199,0.00965379,0.130365,0.991276
000015,5.55367,0.279814,2.46076,-0.0174741,0.0097565,0.145903,0.989096
000016,5.75149,0.369279,2.45543,-0.0181059,0.010028,0.162405,0.986507
000017,5.94267,0.467029,2.45258,-0.0189296,0.0103719,0.179752,0.983475
000018,6.12677,0.574253,2.44539,-0.0199361,0.0101719,0.197158,0.980116
000019,6.32515,0.697569,2.43712,-0.02115,0.00999588,0.214942,0.976347
000020,6.51468,0.824064,2.42531,-0.0212215,0.0100255,0.233653,0.972037
000021,6.69878,0.953602,2.41676,-0.0190174,0.0101079,0.25322,0.967169
000022,6.90668,1.09841,2.41594,-0.0165016,0.0103635,0.274169,0.961484
000023,7.08716,1.25355,2.41206,-0.0164804,0.0115428,0.296534,0.95481
000024,7.27027,1.44432,2.40569,-0.0187181,0.01234,0.320556,0.946964
000025,7.44008,1.6414,2.40129,-0.0198845,0.0123753,0.345403,0.938162
000026,7.59528,1.83666,2.3931,-0.0193448,0.0125607,0.370646,0.928488
000027,7.76791,2.06574,2.38768,-0.0165422,0.0137396,0.396761,0.91767
000028,7.92517,2.29591,2.37936,-0.013566,0.0147653,0.422642,0.906075
000029,8.06888,2.54211,2.37036,-0.0124733,0.0157004,0.447812,0.893903
000030,8.222,2.82364,2.35825,-0.0115656,0.0168083,0.47348,0.880568
000031,8.34872,3.11066,2.34826,-0.0111542,0.017601,0.498982,0.866362
000032,8.45292,3.40479,2.33498,-0.0108497,0.0183227,0.523566,0.851719
000033,8.56873,3.74439,2.32264,-0.0106271,0.0191774,0.549187,0.835412
000034,8.64941,4.07376,2.30941,-0.010532,0.0199043,0.573559,0.818855
000035,8.73357,4.45004,2.29893,-0.0102819,0.0212186,0.597313,0.801662
000036,8.80092,4.82989,2.2904,-0.00910298,0.0231821,0.619447,0.784643
000037,8.85017,5.21644,2.28228,-0.00844393,0.02393,0.639551,0.76833
000038,8.8732,5.64008,2.26667,-0.00893575,0.0230433,0.658006,0.752607
000039,8.88693,6.06517,2.24585,-0.00933705,0.0220517,0.673947,0.738391
000040,8.88771,6.52223,2.22746,-0.00922507,0.0206761,0.688172,0.725194
000041,8.88034,6.98375,2.21179,-0.00790073,0.0198631,0.700667,0.713169
000042,8.86255,7.45104,2.19954,-0.00671115,0.0189653,0.711671,0.702225
000043,8.82742,7.9473,2.18478,-0.00605185,0.0179625,0.72125,0.692416
000044,8.78703,8.4484,2.16528,-0.00543661,0.0168852,0.728339,0.684987
000045,8.73625,8.98029,2.1418,-0.00517294,0.0164061,0.734214,0.6787
000046,8.68335,9.52286,2.12814,-0.0052286,0.016688,0.738748,0.673755
000047,8.62146,10.0801,2.11836,-0.0056429,0.0169516,0.741949,0.670218
000048,8.55083,10.6565,2.10733,-0.00636577,0.0170385,0.744488,0.667388
000049,8.48233,11.2428,2.0923,-0.00662081,0.0176144,0.745841,0.665858
000050,8.41364,11.85,2.07142,-0.00676703,0.0180856,0.746563,0.665035
000051,8.34653,12.4672,2.05347,-0.00670964,0.0192687,0.746209,0.665399
000052,8.27369,13.1109,2.03791,-0.00746221,0.0201956,0.745853,0.665763
000053,8.19758,13.7571,2.01929,-0.00785118,0.0200847,0.745376,0.666296
000054,8.12163,14.4138,2.0022,-0.00786225,0.0187602,0.744759,0.667024
000055,8.04611,15.1032,1.97916,-0.00787691,0.0189193,0.744382,0.66744
000056,7.97104,15.7927,1.95624,-0.00864656,0.0200427,0.743741,0.668112
000057,7.89167,16.5115,1.9348,-0.00991205,0.0211409,0.743306,0.668544
000058,7.81258,17.2342,1.91433,-0.0106814,0.0218817,0.742607,0.669285
000059,7.73097,17.9729,1.88886,-0.0110901,0.0216509,0.742226,0.669707
000060,7.64528,18.7208,1.85988,-0.0109807,0.0202286,0.741794,0.670233
000061,7.56162,19.4892,1.8269,-0.0108474,0.0198637,0.741106,0.671006
000062,7.48542,20.2653,1.80065,-0.010659,0.0216279,0.740891,0.671193
000063,7.40869,21.0575,1.77404,-0.0106761,0.0230366,0.740325,0.67177
000064,7.32887,21.8555,1.74686,-0.0106435,0.0242472,0.740156,0.671913
000065,7.24793,22.6557,1.71826,-0.008844,0.0230912,0.740038,0.67211
000066,7.16946,23.4603,1.69008,-0.00601042,0.0210233,0.739904,0.672357
000067,7.09234,24.2752,1.66351,-0.00362185,0.0203574,0.740134,0.672142
000068,7.01106,25.1034,1.63915,-0.00384739,0.0207976,0.740193,0.672062
000069,6.92521,25.9463,1.61884,-0.0062251,0.0232748,0.740464,0.671664
000070,6.83759,26.7872,1.59425,-0.00905241,0.025415,0.740585,0.67142
000071,6.74941,27.6323,1.56537,-0.0115094,0.0266223,0.740513,0.671416
000072,6.66044,28.467,1.5351,-0.0123911,0.0262715,0.740887,0.671001
000073,6.57761,29.2974,1.50551,-0.0113126,0.0251552,0.740921,0.671026
000074,6.4887,30.1323,1.47506,-0.0108184,0.0241904,0.741392,0.670549
000075,6.39714,30.9716,1.44187,-0.0116803,0.024116,0.741538,0.670376
000076,6.30603,31.8114,1.4128,-0.012459,0.0248118,0.741274,0.670628
000077,6.21395,32.6419,1.38475,-0.0122522,0.024116,0.741589,0.670309
000078,6.1244,33.4686,1.35568,-0.0109912,0.0223778,0.741288,0.670724
000079,6.03208,34.2973,1.32549,-0.0100076,0.0206986,0.741529,0.670527
000080,5.94372,35.1276,1.29566,-0.00993568,0.0209707,0.741426,0.670633
000081,5.85531,35.965,1.27454,-0.0102181,0.022409,0.741037,0.671012
000082,5.7669,36.7944,1.24603,-0.0119337,0.0241543,0.741123,0.670828
000083,5.68304,37.6281,1.21483,-0.013352,0.0266504,0.74084,0.671019
000084,5.59783,38.4618,1.18156,-0.0148775,0.0273669,0.741148,0.670619
000085,5.51658,39.29,1.14683,-0.014721,0.0276574,0.741136,0.670623
000086,5.43097,40.1156,1.11058,-0.0133678,0.0261687,0.740969,0.670896
000087,5.34221,40.9407,1.07749,-0.0121349,0.0242867,0.741066,0.670883
000088,5.24856,41.7672,1.04672,-0.0121325,0.0223731,0.740937,0.671092
000089,5.15305,42.5978,1.01393,-0.0123995,0.020813,0.741274,0.670765
000090,5.06429,43.4251,0.988647,-0.0106462,0.0210032,0.741565,0.670468
000091,4.98255,44.2429,0.96776,-0.00825836,0.0212917,0.741848,0.670179
000092,4.89781,45.0643,0.940684,-0.0066062,0.0219493,0.742333,0.669639
000093,4.80948,45.8836,0.919231,-0.00746372,0.0233668,0.742825,0.669036
000094,4.71888,46.7074,0.893687,-0.0087051,0.026125,0.743613,0.668043
000095,4.62888,47.5247,0.870018,-0.00931191,0.0279921,0.744265,0.667233
000096,4.53944,48.3311,0.846418,-0.00920823,0.0279132,0.744683,0.66677
000097,4.43742,49.1359,0.818129,-0.00888711,0.0254691,0.745252,0.666237
000098,4.33357,49.9357,0.79324,-0.00942145,0.0226361,0.745735,0.665791
000099,4.23156,50.7298,0.76484,-0.0103498,0.0207207,0.746073,0.665461
000100,4.13062,51.5261,0.741742,-0.0112152,0.0205604,0.746587,0.664875
000101,4.03528,52.3145,0.721504,-0.0116925,0.0211311,0.746782,0.66463
000102,3.93388,53.1001,0.699358,-0.0122896,0.0204059,0.747355,0.663998
000103,3.83302,53.8803,0.674676,-0.0124751,0.0201522,0.747583,0.663746
000104,3.73769,54.6527,0.651172,-0.0124493,0.0211523,0.747572,0.663728
000105,3.63773,55.4255,0.628419,-0.0133851,0.0224925,0.748001,0.663182
000106,3.53771,56.1876,0.598565,-0.0147413,0.0240516,0.747904,0.663207
000107,3.43403,56.9477,0.569887,-0.0155461,0.0248683,0.748398,0.662601
000108,3.33925,57.7017,0.539139,-0.0156198,0.025071,0.748617,0.662344
000109,3.24701,58.4432,0.510029,-0.0146654,0.0250397,0.748519,0.662478
000110,3.15588,59.1812,0.482223,-0.013364,0.0240634,0.748715,0.66232
000111,3.06479,59.8919,0.458257,-0.012292,0.023217,0.748521,0.662591
000112,2.97217,60.6043,0.433856,-0.0119536,0.0223516,0.748172,0.66302
000113,2.88156,61.2897,0.412068,-0.0122485,0.0216391,0.74747,0.66383
000114,2.79779,61.9594,0.390328,-0.0123668,0.0221239,0.746087,0.665366
000115,2.72185,62.6254,0.368058,-0.0128956,0.0226945,0.74427,0.667369
000116,2.65533,63.2664,0.35073,-0.0129986,0.023748,0.741831,0.67004
000117,2.59164,63.9001,0.330547,-0.0140432,0.0238576,0.738974,0.673165
000118,2.53618,64.5188,0.31148,-0.0151763,0.0239217,0.735029,0.677444
000119,2.49291,65.1203,0.291973,-0.0164978,0.0237636,0.729953,0.682885
000120,2.46184,65.7042,0.270701,-0.0175634,0.0236437,0.723786,0.689396
000121,2.44978,66.2654,0.250612,-0.017901,0.0239433,0.716153,0.697302
000122,2.45445,66.8017,0.231989,-0.0180101,0.0243491,0.707355,0.70621
000123,2.48029,67.3159,0.213451,-0.0177666,0.0249509,0.696984,0.716432
000124,2.52145,67.8075,0.1919,-0.0177448,0.0254141,0.684845,0.72803
000125,2.58308,68.2837,0.169292,-0.0179861,0.0257547,0.671064,0.740734
000126,2.66452,68.7454,0.14744,-0.018189,0.0258179,0.655756,0.754312
000127,2.76465,69.1906,0.125417,-0.018656,0.0264636,0.63855,0.768899
000128,2.89679,69.6311,0.103447,-0.0174175,0.0275125,0.619408,0.784394
000129,3.05128,70.0505,0.0896697,-0.0143579,0.0290624,0.59895,0.80013
000130,3.23315,70.4607,0.0727246,-0.0117046,0.0295959,0.577186,0.815992
000131,3.42432,70.8548,0.0509775,-0.00944935,0.0302005,0.554224,0.831766
000132,3.64433,71.2441,0.0249481,-0.0096729,0.0303676,0.530538,0.847062
