timestamp,x,y,z,qx,qy,qz,qw
000000,-0.367241,1.13497,-0.36135,0.00845516,0.00625319,-0.0074669,0.999917
000001,0.830734,1.12331,-0.358207,0.00804356,0.00611098,-0.00834922,0.999914
000002,2.02986,1.10787,-0.358409,0.00784696,0.00629014,-0.00911165,0.999908
000003,3.22421,1.09085,-0.356361,0.00810576,0.00659851,-0.00962748,0.999899
000004,4.4204,1.07253,-0.353659,0.00823186,0.0067829,-0.0101094,0.999892
000005,5.6188,1.05211,-0.35526,0.0083042,0.00677955,-0.0105969,0.999886
000006,6.81648,1.03188,-0.350598,0.00833098,0.00657759,-0.0109799,0.999883
000007,8.0118,1.00922,-0.351654,0.00821725,0.00651167,-0.0113255,0.999881
000008,9.21433,0.986185,-0.34967,0.00832857,0.00733461,-0.0114215,0.999873
000009,10.4152,0.964513,-0.350885,0.00866215,0.00787551,-0.0108135,0.999873
000010,11.6084,0.94292,-0.350874,0.00929521,0.00778911,-0.00969351,0.999879
000011,12.8014,0.92902,-0.353431,0.00933265,0.00779404,-0.00869882,0.999888
000012,13.9897,0.915714,-0.353829,0.00918195,0.00788263,-0.00800342,0.999895
000013,15.1827,0.907035,-0.356945,0.00845296,0.00783609,-0.00747067,0.999906
000014,16.3736,0.893091,-0.357452,0.00855024,0.0080248,-0.00746123,0.999903
000015,17.5639,0.879288,-0.358753,0.00890845,0.00836606,-0.00758359,0.999897
000016,18.765,0.866426,-0.362194,0.00899986,0.00858578,-0.00699103,0.999898
000017,19.9558,0.854768,-0.364237,0.00894077,0.00830483,-0.00704504,0.999901
000018,21.1561,0.843964,-0.367913,0.00889794,0.0080098,-0.00644717,0.999908
000019,22.3555,0.834697,-0.369806,0.00869793,0.00833034,-0.00604127,0.999909
000020,23.5509,0.824942,-0.373104,0.00865323,0.00832613,-0.00601788,0.99991
000021,24.7482,0.818134,-0.375,0.0085881,0.00820447,-0.00529339,0.999915
000022,25.9466,0.810962,-0.378514,0.00840018,0.00855683,-0.00517018,0.999915
000023,27.1463,0.802114,-0.383355,0.00906149,0.00950739,-0.00456421,0.999903
000024,28.3439,0.796156,-0.386227,0.00931092,0.00978487,-0.00411299,0.9999
000025,29.5421,0.791412,-0.392925,0.00955244,0.00940387,-0.00401716,0.999902
000026,30.7356,0.786772,-0.397657,0.00971434,0.00910443,-0.00337207,0.999906
000027,31.9307,0.782623,-0.40368,0.00956222,0.00917338,-0.00334374,0.999907
000028,33.1328,0.780869,-0.407932,0.00971083,0.00952473,-0.00278182,0.999904
000029,34.3326,0.778112,-0.414609,0.00998713,0.00979077,-0.00240581,0.999899
000030,35.5297,0.7749,-0.418154,0.0103812,0.0099176,-0.00247724,0.999894
000031,36.7299,0.776919,-0.427692,0.0103115,0.00995129,-0.00198633,0.999895
000032,37.9294,0.777139,-0.431587,0.0108281,0.010418,-0.00223924,0.999885
000033,39.1316,0.7775,-0.440372,0.0106442,0.0110468,-0.00199275,0.99988
000034,40.3312,0.777747,-0.448884,0.0105161,0.01158,-0.00194154,0.999876
000035,41.5255,0.778157,-0.458012,0.0101312,0.0115512,-0.00224085,0.999879
000036,42.7277,0.781992,-0.466754,0.00946684,0.0116655,-0.00221518,0.999885
000037,43.9267,0.784727,-0.48188,0.00823131,0.0126339,-0.00271373,0.999883
000038,45.1354,0.785657,-0.493133,0.00812426,0.0143048,-0.00327089,0.999859
000039,46.3372,0.782744,-0.511426,0.00779155,0.0158037,-0.00411199,0.999836
000040,47.5404,0.773816,-0.533932,0.00779346,0.0175159,-0.00520975,0.999803
000041,48.7468,0.766968,-0.557197,0.00814422,0.0183367,-0.00564464,0.999783
000042,49.9492,0.755359,-0.584946,0.008763,0.0178287,-0.00645937,0.999782
000043,51.1506,0.744795,-0.608125,0.00825589,0.0171677,-0.00736671,0.999791
000044,52.3559,0.734692,-0.640681,0.00803704,0.0168153,-0.00748068,0.999798
000045,53.5576,0.719464,-0.659634,0.00830509,0.016906,-0.00783077,0.999792
000046,54.7662,0.706703,-0.683387,0.00851703,0.0165483,-0.00718702,0.999801
000047,55.9689,0.696534,-0.708823,0.00829222,0.0167435,-0.00647571,0.999804
000048,57.1702,0.682753,-0.730781,0.0084937,0.0174656,-0.00603709,0.999793
000049,58.3843,0.675072,-0.755026,0.0083824,0.0177491,-0.0052491,0.999794
000050,59.5845,0.668573,-0.779597,0.00796227,0.0177892,-0.00508752,0.999797
000051,60.7864,0.665036,-0.803679,0.00773001,0.017822,-0.00457922,0.999801
000052,61.988,0.657421,-0.829806,0.00807751,0.0176302,-0.0043881,0.999802
000053,63.1857,0.64864,-0.85015,0.00862228,0.0174624,-0.00458715,0.9998
000054,64.4018,0.644467,-0.876121,0.00875052,0.0180493,-0.0042069,0.99979
000055,65.5938,0.63687,-0.901472,0.00896953,0.0189001,-0.00432159,0.999772
000056,66.7996,0.634863,-0.924883,0.00866548,0.018513,-0.00377103,0.999784
000057,67.9953,0.635284,-0.952714,0.00768247,0.0179388,-0.00370632,0.999803
000058,69.1822,0.635101,-0.978078,0.00663726,0.0182079,-0.00389108,0.999805
000059,70.3807,0.636964,-1.00215,0.00590659,0.0184322,-0.003694,0.999806
000060,71.5631,0.635192,-1.03112,0.00498981,0.0187673,-0.00393241,0.999804
000061,72.7636,0.6317,-1.0539,0.00486427,0.0194647,-0.00409463,0.99979
000062,73.9459,0.628848,-1.08557,0.00401715,0.0199631,-0.00499446,0.99978
000063,75.1164,0.617465,-1.11323,0.00481011,0.0191564,-0.006726,0.999782
000064,76.2994,0.605699,-1.13134,0.00580376,0.0170037,-0.00778521,0.999808
000065,77.4656,0.588043,-1.15984,0.00539048,0.0165572,-0.00925911,0.999806
000066,78.6483,0.569271,-1.1847,0.00587894,0.0184455,-0.0102916,0.99976
000067,79.8203,0.546863,-1.20757,0.00634129,0.0194262,-0.0120951,0.999718
000068,80.9825,0.519776,-1.23829,0.00550536,0.0186221,-0.0144578,0.999707
000069,82.1459,0.488983,-1.26118,0.00606476,0.0173187,-0.0157172,0.999708
000070,83.3035,0.448425,-1.2822,0.00633946,0.0156339,-0.0177722,0.9997
000071,84.4569,0.409611,-1.30119,0.00689092,0.0152101,-0.0190897,0.999678
000072,85.6072,0.365498,-1.32024,0.00718635,0.0160638,-0.0210089,0.999624
000073,86.758,0.31805,-1.34001,0.00663338,0.016533,-0.0231039,0.999574
000074,87.919,0.274225,-1.35853,0.00666459,0.0156238,-0.0242989,0.99956
000075,89.0534,0.22197,-1.37601,0.00655878,0.0146098,-0.0264431,0.999522
000076,90.2052,0.16523,-1.39434,0.00644171,0.0146109,-0.0275549,0.999493
000077,91.354,0.102868,-1.41153,0.00724727,0.0152241,-0.0289674,0.999438
000078,92.494,0.0375075,-1.43136,0.00754486,0.0161209,-0.0304606,0.999377
000079,93.6633,-0.0294622,-1.45341,0.00791176,0.0170262,-0.0313271,0.999333
000080,94.8026,-0.104559,-1.47673,0.00867692,0.0176032,-0.0330695,0.99926
000081,95.9682,-0.173091,-1.49943,0.00920962,0.0166633,-0.0337411,0.999249
000082,97.1211,-0.249512,-1.52227,0.00982016,0.0150465,-0.0348917,0.99923
000083,98.2724,-0.330289,-1.54498,0.00938428,0.0136592,-0.0364294,0.999199
000084,99.444,-0.408346,-1.56444,0.00939886,0.0133539,-0.0368806,0.999186
000085,100.588,-0.49373,-1.58351,0.00937335,0.0137451,-0.0377079,0.99915
000086,101.785,-0.569198,-1.60317,0.00941397,0.0147133,-0.0367708,0.999171
000087,102.966,-0.647821,-1.62247,0.00973813,0.0156156,-0.036126,0.999178
000088,104.147,-0.72581,-1.64742,0.00960621,0.0160882,-0.0355689,0.999192
000089,105.358,-0.801267,-1.67114,0.00946646,0.016502,-0.0338567,0.999246
000090,106.539,-0.875453,-1.69755,0.00915007,0.0165569,-0.0326861,0.999287
000091,107.759,-0.942618,-1.72496,0.00847212,0.0164822,-0.0304511,0.999364
000092,108.969,-1.00562,-1.74953,0.00837762,0.016754,-0.0285162,0.999418
000093,110.164,-1.06514,-1.7764,0.00816767,0.017309,-0.0269138,0.999455
000094,111.394,-1.12076,-1.80279,0.00805986,0.0178909,-0.0243431,0.999511
000095,112.596,-1.17064,-1.82938,0.0080386,0.0182633,-0.022562,0.999546
000096,113.83,-1.21616,-1.85861,0.0078367,0.018438,-0.0197172,0.999605
