timestamp,x,y,z,qx,qy,qz,qw
000000,4.02042,-2.61806,4.99816,-0.00639831,0.018241,0.010174,0.999761
000001,4.80014,-2.59143,4.98969,-0.00789065,0.0191372,0.0102973,0.999733
000002,5.56901,-2.56977,4.97901,-0.00912112,0.0194368,0.0100619,0.999719
000003,6.32006,-2.55164,4.97081,-0.00949835,0.0193258,0.00974452,0.999721
000004,7.05806,-2.53188,4.95873,-0.0106139,0.0191352,0.00984236,0.999712
000005,7.77713,-2.50953,4.95002,-0.0105949,0.0190837,0.00976227,0.999714
000006,8.47602,-2.49534,4.94086,-0.0104611,0.0195864,0.00917169,0.999711
000007,9.15737,-2.4732,4.93087,-0.0109668,0.0209472,0.00922654,0.999678
000008,9.81051,-2.46191,4.92045,-0.0106376,0.0228762,0.00836875,0.999647
000009,10.4476,-2.44694,4.91286,-0.0104914,0.0248115,0.00806372,0.999605
000010,11.0493,-2.43813,4.90435,-0.0101457,0.0259447,0.00748881,0.999584
000011,11.6272,-2.42884,4.89502,-0.010101,0.0259914,0.00663255,0.999589
000012,12.1759,-2.41202,4.88596,-0.0107938,0.02492,0.00646859,0.99961
000013,12.6946,-2.40298,4.87491,-0.0104356,0.0236252,0.00597305,0.999649
000014,13.1887,-2.39482,4.86559,-0.00987141,0.0230052,0.00535905,0.999672
000015,13.6514,-2.39113,4.86217,-0.0079658,0.0219917,0.00431178,0.999717
000016,14.0901,-2.38928,4.86327,-0.00685963,0.0214648,0.00319387,0.999741
000017,14.4943,-2.37868,4.85899,-0.00890543,0.0205007,0.00222666,0.999748
000018,14.8715,-2.37113,4.85901,-0.010849,0.0200803,0.000733172,0.999739
000019,15.2133,-2.36895,4.85609,-0.0112825,0.0205266,-0.000800464,0.999725
000020,15.5296,-2.37561,4.85848,-0.00921564,0.020923,-0.00252393,0.999735
000021,15.8174,-2.3862,4.85973,-0.00644786,0.02083,-0.00395603,0.999754
000022,16.0762,-2.39708,4.86398,-0.00496201,0.02157,-0.00505346,0.999742
000023,16.2925,-2.39902,4.86627,-0.00437356,0.0220566,-0.00606514,0.999729
000024,16.4851,-2.39828,4.86963,-0.00496877,0.0217899,-0.00717033,0.999725
000025,16.658,-2.39582,4.87572,-0.00535738,0.021366,-0.00821258,0.999724
000026,16.8194,-2.39299,4.88128,-0.00594798,0.0211822,-0.00944875,0.999713
000027,16.9759,-2.3887,4.88958,-0.00733223,0.0210372,-0.0102243,0.9997
000028,17.1121,-2.38227,4.8986,-0.00743251,0.0207582,-0.0106622,0.9997
000029,17.2504,-2.3906,4.90726,-0.00739545,0.0203208,-0.0116604,0.999698
000030,17.3807,-2.4017,4.91429,-0.0068636,0.019814,-0.0123425,0.999704
000031,17.5054,-2.41364,4.92085,-0.00643919,0.0194747,-0.0130687,0.999704
000032,17.6187,-2.41087,4.92706,-0.00669292,0.0191084,-0.0135734,0.999703
000033,17.7333,-2.41063,4.93279,-0.00684867,0.0183641,-0.0141725,0.999707
000034,17.8416,-2.41467,4.94063,-0.00699021,0.0176358,-0.0144327,0.999716
000035,17.9556,-2.42527,4.94761,-0.00661505,0.01676,-0.014813,0.999728
000036,18.0689,-2.43528,4.95421,-0.00597241,0.0160498,-0.0145352,0.999748
000037,18.1814,-2.44014,4.96102,-0.00589971,0.0157483,-0.0134182,0.999769
