timestamp,x,y,z,qx,qy,qz,qw
000000,-1.10424,6.92328,0.959695,-0.0338346,0.0258535,-0.0330137,0.998547
000001,-0.546296,6.88584,0.942871,-0.0329038,0.0255011,-0.0322524,0.998612
000002,0.0151138,6.84963,0.925391,-0.0327301,0.0247538,-0.0319992,0.998645
000003,0.571012,6.81796,0.906147,-0.0324933,0.0239786,-0.030839,0.998708
000004,1.12415,6.78072,0.888114,-0.0315783,0.0231294,-0.0299099,0.998786
000005,1.6843,6.74371,0.87191,-0.0304559,0.022206,-0.0294134,0.998856
000006,2.25223,6.71487,0.850413,-0.0299107,0.0217623,-0.0284185,0.998911
000007,2.82639,6.68185,0.832263,-0.0296803,0.0220516,-0.0279358,0.998926
000008,3.40684,6.65415,0.815814,-0.0294735,0.0218512,-0.0270826,0.99896
000009,3.99691,6.62493,0.800596,-0.0297509,0.0206198,-0.0267216,0.998987
000010,4.59462,6.59966,0.783227,-0.0304729,0.0188609,-0.0258232,0.999024
000011,5.20104,6.57256,0.763115,-0.0312993,0.017199,-0.0251237,0.999046
000012,5.8238,6.54523,0.744013,-0.0321084,0.0172245,-0.0246922,0.999031
000013,6.46545,6.51976,0.721157,-0.0329496,0.0203787,-0.0238514,0.998965
000014,7.12804,6.48845,0.702279,-0.0330289,0.0255238,-0.0238327,0.998844
000015,7.79877,6.46047,0.682542,-0.0333477,0.0289872,-0.0232287,0.998753
000016,8.47878,6.43449,0.65981,-0.0340407,0.0287465,-0.0226152,0.998751
000017,9.16633,6.41073,0.626232,-0.0355451,0.0252529,-0.0224139,0.998798
000018,9.87791,6.38407,0.588421,-0.0358011,0.0222999,-0.0215542,0.998878
000019,10.6059,6.35159,0.554425,-0.0349181,0.0228988,-0.0212992,0.998901
000020,11.3714,6.31792,0.522533,-0.0341974,0.0273851,-0.0207917,0.998823
000021,12.1448,6.28536,0.487346,-0.0334482,0.0311377,-0.0210438,0.998734
